station,raw_metar,datetime_scraped,observed,temperature,dewpoint,wind_speed,wind_direction,visibility,altimeter,flight_rules
SPJR,SPJR 082300Z 16003KT 070V170 9999 SCT020 BKN050 16/11 Q1025 RMK PP000,2025-06-09 03:02:24.506672,2025-06-08T23:00:00Z,16,11,3,160,9999,1025,VFR
SPQU,SPQU 090300Z 05007KT CAVOK 13/M06 Q1027 RMK PP000,2025-06-09 03:06:49.417004,2025-06-09T03:00:00Z,13,-6,7,50,9999,1027,VFR
SPRU,SPRU 090300Z 15007KT 4500 BR OVC016 19/17 Q1013 RMK PP000,2025-06-09 03:06:49.835718,2025-06-09T03:00:00Z,19,17,7,150,4500,1013,IFR
SPZO,SPZO 090300Z 26003KT 230V290 9999 NSC 08/03 Q1033 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-06-09 03:06:50.300340,2025-06-09T03:00:00Z,8,3,3,260,9999,1033,VFR
SPJR,SPJR 082300Z 16003KT 070V170 9999 SCT020 BKN050 16/11 Q1025 RMK PP000,2025-06-09 03:06:50.888500,2025-06-08T23:00:00Z,16,11,3,160,9999,1025,VFR
SPQU,SPQU 090400Z 06008KT CAVOK 11/M08 Q1027 RMK PP000,2025-06-09 04:07:07.655019,2025-06-09T04:00:00Z,11,-8,8,60,9999,1027,VFR
SPRU,SPRU 090400Z 15008KT 4500 BR SCT018 19/17 Q1013 RMK PP000,2025-06-09 04:07:08.248292,2025-06-09T04:00:00Z,19,17,8,150,4500,1013,IFR
SPZO,SPZO 090400Z 28003KT 9999 NSC 07/03 Q1033 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-06-09 04:07:08.684806,2025-06-09T04:00:00Z,7,3,3,280,9999,1033,VFR
SPJR,SPJR 082300Z 16003KT 070V170 9999 SCT020 BKN050 16/11 Q1025 RMK PP000,2025-06-09 04:07:09.224289,2025-06-08T23:00:00Z,16,11,3,160,9999,1025,VFR
SPQU,SPQU 090500Z 02005KT CAVOK 13/M09 Q1027 RMK PP000,2025-06-09 05:07:26.004119,2025-06-09T05:00:00Z,13,-9,5,20,9999,1027,VFR
SPRU,SPRU 090500Z 15006KT 4000 BR FEW016 19/17 Q1013 RMK PP000,2025-06-09 05:07:26.437575,2025-06-09T05:00:00Z,19,17,6,150,4000,1013,IFR
SPZO,SPZO 090500Z 26003KT 230V290 9999 NSC 07/03 Q1033 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-06-09 05:07:26.874898,2025-06-09T05:00:00Z,7,3,3,260,9999,1033,VFR
SPJR,SPJR 082300Z 16003KT 070V170 9999 SCT020 BKN050 16/11 Q1025 RMK PP000,2025-06-09 05:07:27.507860,2025-06-08T23:00:00Z,16,11,3,160,9999,1025,VFR
SPQU,SPQU 120200Z 01005KT CAVOK 12/M06 Q1031 RMK PP000,2025-06-12 02:24:29.643679,2025-06-12T02:00:00Z,12,-6,5,10.0,9999,1031,VFR
SPRU,SPRU 120200Z 15008KT 5000 BR BKN150 20/18 Q1015 RMK PP000,2025-06-12 02:24:30.122115,2025-06-12T02:00:00Z,20,18,8,150.0,5000,1015,MVFR
SPZO,SPZO 120200Z VRB02KT 9999 NSC 10/04 Q1032 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-06-12 02:24:30.611882,2025-06-12T02:00:00Z,10,4,2,,9999,1032,VFR
SPJR,SPJR 112300Z VRB02KT 8000 -RA BCFG SCT012 OVC045 13/13 Q1029 RMK PP010,2025-06-12 02:24:31.166732,2025-06-11T23:00:00Z,13,13,2,,8000,1029,MVFR
SPQU,SPQU 120200Z 01005KT CAVOK 12/M06 Q1031 RMK PP000,2025-06-12 02:26:04.255148,2025-06-12T02:00:00Z,12,-6,5,10.0,9999,1031,VFR
SPRU,SPRU 120200Z 15008KT 5000 BR BKN150 20/18 Q1015 RMK PP000,2025-06-12 02:26:04.679729,2025-06-12T02:00:00Z,20,18,8,150.0,5000,1015,MVFR
SPZO,SPZO 120200Z VRB02KT 9999 NSC 10/04 Q1032 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-06-12 02:26:05.120683,2025-06-12T02:00:00Z,10,4,2,,9999,1032,VFR
SPJR,SPJR 112300Z VRB02KT 8000 -RA BCFG SCT012 OVC045 13/13 Q1029 RMK PP010,2025-06-12 02:26:05.685563,2025-06-11T23:00:00Z,13,13,2,,8000,1029,MVFR
SPQU,SPQU 120200Z 01005KT CAVOK 12/M06 Q1031 RMK PP000,2025-06-12 02:31:58.660138,2025-06-12T02:00:00Z,12,-6,5,10.0,9999,1031,VFR
SPRU,SPRU 120200Z 15008KT 5000 BR BKN150 20/18 Q1015 RMK PP000,2025-06-12 02:31:59.149394,2025-06-12T02:00:00Z,20,18,8,150.0,5000,1015,MVFR
SPZO,SPZO 120230Z VRB02KT 9999 NSC 10/04 Q1033 NOSIG RMK BIRD HAZARD RWY 10/28,2025-06-12 02:31:59.627177,2025-06-12T02:30:00Z,10,4,2,,9999,1033,VFR
SPJR,SPJR 112300Z VRB02KT 8000 -RA BCFG SCT012 OVC045 13/13 Q1029 RMK PP010,2025-06-12 02:32:00.151510,2025-06-11T23:00:00Z,13,13,2,,8000,1029,MVFR
SPQU,SPQU 120300Z VRB05KT CAVOK 14/M05 Q1031 RMK PP000,2025-06-12 03:22:06.999063,2025-06-12T03:00:00Z,14,-5,5,,9999,1031,VFR
SPRU,SPRU 120300Z 14006KT 110V170 5000 BR FEW100 20/18 Q1016 RMK PP000,2025-06-12 03:22:07.524414,2025-06-12T03:00:00Z,20,18,6,140.0,5000,1016,MVFR
SPZO,SPZO 120300Z 29004KT 9999 NSC 07/03 Q1033 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-06-12 03:22:08.046540,2025-06-12T03:00:00Z,7,3,4,290.0,9999,1033,VFR
SPJR,SPJR 112300Z VRB02KT 8000 -RA BCFG SCT012 OVC045 13/13 Q1029 RMK PP010,2025-06-12 03:22:08.624394,2025-06-11T23:00:00Z,13,13,2,,8000,1029,MVFR
SPQU,SPQU 120300Z VRB05KT CAVOK 14/M05 Q1031 RMK PP000,2025-06-12 03:33:48.056577,2025-06-12T03:00:00Z,14,-5,5,,9999,1031,VFR
SPRU,SPRU 120300Z 14006KT 110V170 5000 BR FEW100 20/18 Q1016 RMK PP000,2025-06-12 03:33:48.527090,2025-06-12T03:00:00Z,20,18,6,140.0,5000,1016,MVFR
SPZO,SPZO 120330Z 28004KT 260V320 9999 NSC 07/03 Q1033 NOSIG RMK BIRD HAZARD RWY 10/28,2025-06-12 03:33:48.969258,2025-06-12T03:30:00Z,7,3,4,280.0,9999,1033,VFR
SPJR,SPJR 112300Z VRB02KT 8000 -RA BCFG SCT012 OVC045 13/13 Q1029 RMK PP010,2025-06-12 03:33:49.720096,2025-06-11T23:00:00Z,13,13,2,,8000,1029,MVFR
SPQU,SPQU 120400Z 04005KT CAVOK 09/M05 Q1030 RMK PP000,2025-06-12 04:34:07.146906,2025-06-12T04:00:00Z,9,-5,5,40.0,9999,1030,VFR
SPRU,SPRU 120400Z 15005KT 5000 BR NSC 20/18 Q1016 RMK PP000,2025-06-12 04:34:07.611532,2025-06-12T04:00:00Z,20,18,5,150.0,5000,1016,MVFR
SPZO,SPZO 120430Z 07003KT 020V130 9999 NSC 06/03 Q1033 NOSIG,2025-06-12 04:34:08.135300,2025-06-12T04:30:00Z,6,3,3,70.0,9999,1033,VFR
SPJR,SPJR 112300Z VRB02KT 8000 -RA BCFG SCT012 OVC045 13/13 Q1029 RMK PP010,2025-06-12 04:34:08.686753,2025-06-11T23:00:00Z,13,13,2,,8000,1029,MVFR
SPQU,SPQU 120500Z 03006KT CAVOK 09/M06 Q1030 RMK PP000,2025-06-12 05:25:55.012474,2025-06-12T05:00:00Z,9,-6,6,30.0,9999,1030,VFR
SPRU,SPRU 120500Z 13005KT 3500 BR NSC 20/18 Q1016 RMK PP000,2025-06-12 05:25:55.506515,2025-06-12T05:00:00Z,20,18,5,130.0,3500,1016,IFR
SPZO,SPZO 120500Z VRB02KT 9999 NSC 06/03 Q1033 NOSIG,2025-06-12 05:25:55.972809,2025-06-12T05:00:00Z,6,3,2,,9999,1033,VFR
SPJR,SPJR 112300Z VRB02KT 8000 -RA BCFG SCT012 OVC045 13/13 Q1029 RMK PP010,2025-06-12 05:25:56.534772,2025-06-11T23:00:00Z,13,13,2,,8000,1029,MVFR
SPQU,SPQU 120500Z 03006KT CAVOK 09/M06 Q1030 RMK PP000,2025-06-12 05:31:33.706137,2025-06-12T05:00:00Z,9,-6,6,30.0,9999,1030,VFR
SPRU,SPRU 120500Z 13005KT 3500 BR NSC 20/18 Q1016 RMK PP000,2025-06-12 05:31:34.192960,2025-06-12T05:00:00Z,20,18,5,130.0,3500,1016,IFR
SPZO,SPZO 120530Z 27002KT 9999 NSC 06/03 Q1033 NOSIG,2025-06-12 05:31:34.682145,2025-06-12T05:30:00Z,6,3,2,270.0,9999,1033,VFR
SPJR,SPJR 112300Z VRB02KT 8000 -RA BCFG SCT012 OVC045 13/13 Q1029 RMK PP010,2025-06-12 05:31:35.230181,2025-06-11T23:00:00Z,13,13,2,,8000,1029,MVFR
SPQU,SPQU 120500Z 03006KT CAVOK 09/M06 Q1030 RMK PP000,2025-06-12 05:35:03.905092,2025-06-12T05:00:00Z,9,-6,6,30.0,9999,1030,VFR
SPRU,SPRU 120500Z 13005KT 3500 BR NSC 20/18 Q1016 RMK PP000,2025-06-12 05:35:04.358953,2025-06-12T05:00:00Z,20,18,5,130.0,3500,1016,IFR
SPZO,SPZO 120530Z 27002KT 9999 NSC 06/03 Q1033 NOSIG,2025-06-12 05:35:04.843101,2025-06-12T05:30:00Z,6,3,2,270.0,9999,1033,VFR
SPJR,SPJR 112300Z VRB02KT 8000 -RA BCFG SCT012 OVC045 13/13 Q1029 RMK PP010,2025-06-12 05:35:05.464499,2025-06-11T23:00:00Z,13,13,2,,8000,1029,MVFR
SPQU,SPQU 120600Z 06008KT CAVOK 10/M04 Q1029 RMK PP000,2025-06-12 06:35:23.078977,2025-06-12T06:00:00Z,10,-4,8,60.0,9999,1029,VFR
SPRU,SPRU 120600Z 13005KT 3500 BR NSC 20/18 Q1015 RMK PP000,2025-06-12 06:35:23.552177,2025-06-12T06:00:00Z,20,18,5,130.0,3500,1015,IFR
SPZO,SPZO 120600Z 27004KT 9999 NSC 06/03 Q1033 NOSIG RMK PP000,2025-06-12 06:35:23.983840,2025-06-12T06:00:00Z,6,3,4,270.0,9999,1033,VFR
SPJR,SPJR 112300Z VRB02KT 8000 -RA BCFG SCT012 OVC045 13/13 Q1029 RMK PP010,2025-06-12 06:35:24.541514,2025-06-11T23:00:00Z,13,13,2,,8000,1029,MVFR
SPQU,SPQU 120700Z 06011KT CAVOK 10/M04 Q1029 RMK PP000,2025-06-12 07:35:42.685142,2025-06-12T07:00:00Z,10,-4,11,60.0,9999,1029,VFR
SPRU,SPRU 120700Z 14005KT 3500 BR NSC 20/19 Q1015 RMK PP000,2025-06-12 07:35:43.153035,2025-06-12T07:00:00Z,20,19,5,140.0,3500,1015,IFR
SPZO,SPZO 120700Z VRB01KT 9999 NSC 05/03 Q1033 NOSIG RMK PP000,2025-06-12 07:35:43.574949,2025-06-12T07:00:00Z,5,3,1,,9999,1033,VFR
SPJR,SPJR 112300Z VRB02KT 8000 -RA BCFG SCT012 OVC045 13/13 Q1029 RMK PP010,2025-06-12 07:35:44.272874,2025-06-11T23:00:00Z,13,13,2,,8000,1029,MVFR
SPQU,SPQU 120800Z 06010KT CAVOK 10/M05 Q1028 RMK PP000,2025-06-12 08:36:02.685338,2025-06-12T08:00:00Z,10,-5,10,60.0,9999,1028,VFR
SPRU,SPRU 120800Z 13004KT 3500 BR NSC 20/19 Q1015 RMK PP000,2025-06-12 08:36:03.155808,2025-06-12T08:00:00Z,20,19,4,130.0,3500,1015,IFR
SPZO,SPZO 120800Z VRB01KT 9999 NSC 04/01 Q1032 NOSIG RMK PP000,2025-06-12 08:36:03.588584,2025-06-12T08:00:00Z,4,1,1,,9999,1032,VFR
SPJR,SPJR 112300Z VRB02KT 8000 -RA BCFG SCT012 OVC045 13/13 Q1029 RMK PP010,2025-06-12 08:36:04.385161,2025-06-11T23:00:00Z,13,13,2,,8000,1029,MVFR
SPQU,SPQU 120900Z 06011KT CAVOK 10/M05 Q1028 RMK PP000,2025-06-12 09:36:22.526616,2025-06-12T09:00:00Z,10,-5,11,60.0,9999,1028,VFR
SPRU,SPRU 120900Z 12004KT 3500 BR NSC 20/19 Q1015 RMK PP000,2025-06-12 09:36:22.961654,2025-06-12T09:00:00Z,20,19,4,120.0,3500,1015,IFR
SPZO,SPZO 120900Z 29002KT 9999 NSC 02/01 Q1032 NOSIG RMK PP000,2025-06-12 09:36:23.380460,2025-06-12T09:00:00Z,2,1,2,290.0,9999,1032,VFR
SPJR,SPJR 112300Z VRB02KT 8000 -RA BCFG SCT012 OVC045 13/13 Q1029 RMK PP010,2025-06-12 09:36:24.089303,2025-06-11T23:00:00Z,13,13,2,,8000,1029,MVFR
SPQU,SPQU 121000Z 06011KT CAVOK 11/M05 Q1028 RMK PP000,2025-06-12 10:36:42.365294,2025-06-12T10:00:00Z,11,-5,11,60.0,9999,1028,VFR
SPRU,SPRU 121000Z 15006KT 3500 BR NSC 20/18 Q1015 RMK PP000,2025-06-12 10:36:42.820818,2025-06-12T10:00:00Z,20,18,6,150.0,3500,1015,IFR
SPZO,SPZO 121030Z 00000KT 9999 FEW040 03/02 Q1033 NOSIG RMK BIRD HAZARD RWY 10/28,2025-06-12 10:36:43.299186,2025-06-12T10:30:00Z,3,2,0,0.0,9999,1033,VFR
SPJR,SPJR 121030Z VRB02KT 7000 BCFG SCT012 OVC050 11/11 Q1029,2025-06-12 10:36:43.728152,2025-06-12T10:30:00Z,11,11,2,,7000,1029,MVFR
SPQU,SPQU 121100Z 06012KT CAVOK 11/M05 Q1028 RMK PP000,2025-06-12 11:36:56.690664,2025-06-12T11:00:00Z,11,-5,12,60.0,9999,1028,VFR
SPRU,SPRU 121100Z 15006KT 3500 BR NSC 20/18 Q1015 RMK PP000,2025-06-12 11:36:57.155354,2025-06-12T11:00:00Z,20,18,6,150.0,3500,1015,IFR
SPZO,SPZO 121130Z 07003KT 040V100 9999 SCT025 BKN070 05/03 Q1034 NOSIG RMK BIRD HAZARD RWY 10/28,2025-06-12 11:36:57.574326,2025-06-12T11:30:00Z,5,3,3,70.0,9999,1034,VFR
SPJR,SPJR 121130Z VRB02KT 4000 BCFG SCT010 BKN045 11/11 Q1029,2025-06-12 11:36:58.040637,2025-06-12T11:30:00Z,11,11,2,,4000,1029,IFR
SPQU,SPQU 121200Z 06011KT CAVOK 11/M05 Q1028 NOSIG RMK TN8.4 PP000,2025-06-12 12:37:17.103784,2025-06-12T12:00:00Z,11,-5,11,60.0,9999,1028,VFR
SPRU,SPRU 121200Z 14006KT 3500 BR FEW009 OVC090 20/18 Q1016 RMK TN19.3 PP000,2025-06-12 12:37:17.572324,2025-06-12T12:00:00Z,20,18,6,140.0,3500,1016,IFR
SPZO,SPZO 121230Z 07003KT 020V100 9999 SCT036 BKN070 07/04 Q1034 NOSIG RMK BIRD HAZARD RWY 10/28,2025-06-12 12:37:17.992535,2025-06-12T12:30:00Z,7,4,3,70.0,9999,1034,VFR
SPJR,SPJR 121230Z VRB01KT 6000 BCFG SCT010 BKN045 11/10 Q1029,2025-06-12 12:37:18.413590,2025-06-12T12:30:00Z,11,10,1,,6000,1029,MVFR
SPQU,SPQU 130000Z VRB02KT CAVOK 12/02 Q1028 NOSIG RMK PP000,2025-06-13 00:54:24.928460,2025-06-13T00:00:00Z,12,2,2,,9999,1028,VFR
SPRU,SPRU 130000Z 14007KT 6000 SCT008 20/18 Q1014 RMK PP000,2025-06-13 00:54:25.398619,2025-06-13T00:00:00Z,20,18,7,140.0,6000,1014,MVFR
SPZO,SPZO 130030Z 29006KT 9999 NSC 12/M02 Q1029 NOSIG RMK BIRD HAZARD RWY 10/28,2025-06-13 00:54:25.866288,2025-06-13T00:30:00Z,12,-2,6,290.0,9999,1029,VFR
SPJR,SPJR 122300Z 07004KT 020V180 9000 VCFG SCT020 BKN050 14/11 Q1027 RMK PP000,2025-06-13 00:54:26.637569,2025-06-12T23:00:00Z,14,11,4,70.0,9000,1027,VFR
SPQU,SPQU 130100Z 36004KT CAVOK 12/M01 Q1028 NOSIG RMK PP000,2025-06-13 01:03:24.194045,2025-06-13T01:00:00Z,12,-1,4,360,9999,1028,VFR
SPRU,SPRU 130100Z 16006KT 130V200 5000 BR SCT007 20/18 Q1014 RMK PP000,2025-06-13 01:03:24.633917,2025-06-13T01:00:00Z,20,18,6,160,5000,1014,MVFR
SPZO,SPZO 130100Z 29005KT 9999 NSC 10/M02 Q1029 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-06-13 01:03:25.116806,2025-06-13T01:00:00Z,10,-2,5,290,9999,1029,VFR
SPJR,SPJR 122300Z 07004KT 020V180 9000 VCFG SCT020 BKN050 14/11 Q1027 RMK PP000,2025-06-13 01:03:25.778190,2025-06-12T23:00:00Z,14,11,4,70,9000,1027,VFR
SPQU,SPQU 130200Z 35004KT 300V010 CAVOK 11/M03 Q1028 NOSIG RMK PP000,2025-06-13 02:03:43.306139,2025-06-13T02:00:00Z,11,-3,4,350,9999,1028,VFR
SPRU,SPRU 130200Z 14009KT 4000 BR SCT007 20/18 Q1015 RMK PP000,2025-06-13 02:03:43.825232,2025-06-13T02:00:00Z,20,18,9,140,4000,1015,IFR
SPZO,SPZO 130200Z 28005KT 9999 NSC 08/M03 Q1029 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-06-13 02:03:44.261330,2025-06-13T02:00:00Z,8,-3,5,280,9999,1029,VFR
SPJR,SPJR 122300Z 07004KT 020V180 9000 VCFG SCT020 BKN050 14/11 Q1027 RMK PP000,2025-06-13 02:03:44.864289,2025-06-12T23:00:00Z,14,11,4,70,9000,1027,VFR
SPQU,SPQU 130300Z VRB02KT CAVOK 08/M03 Q1028 NOSIG RMK PP000,2025-06-13 03:04:03.042505,2025-06-13T03:00:00Z,8,-3,2,,9999,1028,VFR
SPRU,SPRU 130300Z 18006KT 4000 BR SCT007 20/18 Q1015 RMK PP000,2025-06-13 03:04:03.505739,2025-06-13T03:00:00Z,20,18,6,180.0,4000,1015,IFR
SPZO,SPZO 130300Z 00000KT 9999 NSC 08/M02 Q1030 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-06-13 03:04:03.991466,2025-06-13T03:00:00Z,8,-2,0,0.0,9999,1030,VFR
SPJR,SPJR 122300Z 07004KT 020V180 9000 VCFG SCT020 BKN050 14/11 Q1027 RMK PP000,2025-06-13 03:04:04.641644,2025-06-12T23:00:00Z,14,11,4,70.0,9000,1027,VFR
SPQU,SPQU 130300Z VRB02KT CAVOK 08/M03 Q1028 NOSIG RMK PP000,2025-06-13 04:01:07.251075,2025-06-13T03:00:00Z,8,-3,2,,9999,1028,VFR
SPRU,SPRU 130300Z 18006KT 4000 BR SCT007 20/18 Q1015 RMK PP000,2025-06-13 04:01:07.672608,2025-06-13T03:00:00Z,20,18,6,180.0,4000,1015,IFR
SPZO,SPZO 130330Z VRB02KT 9999 NSC 07/M02 Q1030 NOSIG RMK BIRD HAZARD RWY 10/28,2025-06-13 04:01:08.242838,2025-06-13T03:30:00Z,7,-2,2,,9999,1030,VFR
SPJR,SPJR 122300Z 07004KT 020V180 9000 VCFG SCT020 BKN050 14/11 Q1027 RMK PP000,2025-06-13 04:01:09.056131,2025-06-12T23:00:00Z,14,11,4,70.0,9000,1027,VFR
SPQU,SPQU 130400Z 36005KT CAVOK 09/M03 Q1028 RMK PP000,2025-06-13 05:01:26.943760,2025-06-13T04:00:00Z,9,-3,5,360,9999,1028,VFR
SPRU,SPRU 130400Z 17004KT 4000 BR SCT007 20/18 Q1016 RMK PP000,2025-06-13 05:01:27.417445,2025-06-13T04:00:00Z,20,18,4,170,4000,1016,IFR
SPZO,SPZO 130430Z 27004KT 230V290 9999 NSC 06/M01 Q1030 NOSIG RMK BIRD HAZARD RWY 10/28,2025-06-13 05:01:27.848477,2025-06-13T04:30:00Z,6,-1,4,270,9999,1030,VFR
SPJR,SPJR 122300Z 07004KT 020V180 9000 VCFG SCT020 BKN050 14/11 Q1027 RMK PP000,2025-06-13 05:01:28.557568,2025-06-12T23:00:00Z,14,11,4,70,9000,1027,VFR
SPQU,SPQU 142300Z 26002KT CAVOK 14/01 Q1028 NOSIG RMK PP000,2025-06-14 23:55:18.151116,2025-06-14T23:00:00Z,14,1,2,260,9999,1028,VFR
SPRU,SPRU 142300Z 15007KT 7000 FEW006 BKN020 20/18 Q1015 RMK PP000,2025-06-14 23:55:18.647095,2025-06-14T23:00:00Z,20,18,7,150,7000,1015,MVFR
SPZO,SPZO 142330Z 28008KT 9999 NSC 13/M06 Q1031 NOSIG RMK BIRD HAZARD RWY 10/28,2025-06-14 23:55:19.066252,2025-06-14T23:30:00Z,13,-6,8,280,9999,1031,VFR
SPJR,SPJR 142300Z 08003KT 030V140 9999 FEW023 SCT050 14/09 Q1027 RMK PP000,2025-06-14 23:55:19.511672,2025-06-14T23:00:00Z,14,9,3,80,9999,1027,VFR
SPQU,SPQU 150000Z VRB01KT CAVOK 11/M03 Q1029 RMK PP000,2025-06-15 00:55:40.509815,2025-06-15T00:00:00Z,11,-3,1,,9999,1029,VFR
SPRU,SPRU 150000Z 15006KT 7000 BKN020 20/18 Q1015 RMK PP000,2025-06-15 00:55:40.998007,2025-06-15T00:00:00Z,20,18,6,150.0,7000,1015,MVFR
SPZO,SPZO 150030Z 26005KT 230V320 9999 NSC 12/M05 Q1032 NOSIG RMK BIRD HAZARD RWY 10/28,2025-06-15 00:55:41.428327,2025-06-15T00:30:00Z,12,-5,5,260.0,9999,1032,VFR
SPJR,SPJR 142300Z 08003KT 030V140 9999 FEW023 SCT050 14/09 Q1027 RMK PP000,2025-06-15 00:55:42.180299,2025-06-14T23:00:00Z,14,9,3,80.0,9999,1027,VFR
SPQU,SPQU 150100Z 02004KT CAVOK 12/M08 Q1029 RMK PP000,2025-06-15 01:14:16.878447,2025-06-15T01:00:00Z,12,-8,4,20,9999,1029,VFR
SPRU,SPRU 150100Z 15006KT 6000 FEW009 BKN020 20/18 Q1016 RMK PP000,2025-06-15 01:14:17.377300,2025-06-15T01:00:00Z,20,18,6,150,6000,1016,MVFR
SPZO,SPZO 150100Z 26006KT 9999 NSC 10/M04 Q1032 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-06-15 01:14:17.810270,2025-06-15T01:00:00Z,10,-4,6,260,9999,1032,VFR
SPJR,SPJR 142300Z 08003KT 030V140 9999 FEW023 SCT050 14/09 Q1027 RMK PP000,2025-06-15 01:14:18.519873,2025-06-14T23:00:00Z,14,9,3,80,9999,1027,VFR
SPQU,SPQU 150100Z 02004KT CAVOK 12/M08 Q1029 RMK PP000,2025-06-15 01:25:14.491641,2025-06-15T01:00:00Z,12,-8,4,20,9999,1029,VFR
SPRU,SPRU 150100Z 15006KT 6000 FEW009 BKN020 20/18 Q1016 RMK PP000,2025-06-15 01:25:14.999791,2025-06-15T01:00:00Z,20,18,6,150,6000,1016,MVFR
SPZO,SPZO 150100Z 26006KT 9999 NSC 10/M04 Q1032 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-06-15 01:25:15.500499,2025-06-15T01:00:00Z,10,-4,6,260,9999,1032,VFR
SPJR,SPJR 142300Z 08003KT 030V140 9999 FEW023 SCT050 14/09 Q1027 RMK PP000,2025-06-15 01:25:16.022423,2025-06-14T23:00:00Z,14,9,3,80,9999,1027,VFR
SPQU,SPQU 150100Z 02004KT CAVOK 12/M08 Q1029 RMK PP000,2025-06-15 01:27:42.328898,2025-06-15T01:00:00Z,12,-8,4,20,9999,1029,VFR
SPRU,SPRU 150100Z 15006KT 6000 FEW009 BKN020 20/18 Q1016 RMK PP000,2025-06-15 01:27:42.828784,2025-06-15T01:00:00Z,20,18,6,150,6000,1016,MVFR
SPZO,SPZO 150100Z 26006KT 9999 NSC 10/M04 Q1032 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-06-15 01:27:43.523836,2025-06-15T01:00:00Z,10,-4,6,260,9999,1032,VFR
SPJR,SPJR 142300Z 08003KT 030V140 9999 FEW023 SCT050 14/09 Q1027 RMK PP000,2025-06-15 01:27:44.092067,2025-06-14T23:00:00Z,14,9,3,80,9999,1027,VFR
SPQU,SPQU 150200Z 36005KT CAVOK 10/M12 Q1029 RMK PP000,2025-06-15 02:28:01.557270,2025-06-15T02:00:00Z,10,-12,5,360.0,9999,1029,VFR
SPRU,SPRU 150200Z 17004KT 5000 BR BKN008 20/18 Q1017 RMK PP000,2025-06-15 02:28:02.009415,2025-06-15T02:00:00Z,20,18,4,170.0,5000,1017,IFR
SPZO,SPZO 150200Z VRB02KT 9999 NSC 08/M05 Q1033 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-06-15 02:28:02.634579,2025-06-15T02:00:00Z,8,-5,2,,9999,1033,VFR
SPJR,SPJR 142300Z 08003KT 030V140 9999 FEW023 SCT050 14/09 Q1027 RMK PP000,2025-06-15 02:28:03.343403,2025-06-14T23:00:00Z,14,9,3,80.0,9999,1027,VFR
SPQU,SPQU 150300Z 04005KT CAVOK 10/M15 Q1029 RMK PP000,2025-06-15 03:28:21.150223,2025-06-15T03:00:00Z,10,-15,5,40,9999,1029,VFR
SPRU,SPRU 150300Z 16005KT 5000 BR BKN010 20/18 Q1017 RMK PP000,2025-06-15 03:28:21.615942,2025-06-15T03:00:00Z,20,18,5,160,5000,1017,MVFR
SPZO,SPZO 150300Z 27004KT 9999 NSC 07/M01 Q1034 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-06-15 03:28:22.160491,2025-06-15T03:00:00Z,7,-1,4,270,9999,1034,VFR
SPJR,SPJR 142300Z 08003KT 030V140 9999 FEW023 SCT050 14/09 Q1027 RMK PP000,2025-06-15 03:28:22.791034,2025-06-14T23:00:00Z,14,9,3,80,9999,1027,VFR
